Date,SPY,QQQ,IWM,DIA,XLF,XLE,XLK,XLV,XLU,XLP,EFA,EEM,EWJ,TLT,IEF,GLD,USO,VNQ
2007-01-04,0.0021220735544646985,0.018963650428553525,0.002686828257337792,0.0016869651241600003,-0.0032501911603292077,-0.018204416916268173,0.015430958699719,0.01134324752056215,-0.001357626839461612,0.001521048416037063,-0.002856564318514665,-0.013809531374648909,0.010563515696895509,0.006062357995978651,0.003628786294448405,-0.010115563034137298,-0.04068830109605359,0.0012967320994192733
2007-01-05,-0.00797626893665071,-0.004766693306646808,-0.020926235296709117,-0.007539214005700123,-0.00788059902267868,0.0066604279844459935,-0.008019897456609582,-0.0056083657464903736,-0.01794926465312563,-0.007215772813694787,-0.015006685621598015,-0.02923778907681729,-0.02578404487657604,-0.004351815383153657,-0.0032548295796246407,-0.024006542097364414,0.009284710847714539,-0.01851851029055429
2007-01-08,0.004625186845951923,0.0006848124880223239,-0.0039099607334297515,0.0032328884657752965,0.004382410848545293,0.0,0.002978295510788209,0.0011873635950117034,-0.0005543696164470591,0.001530144834494651,0.001385097586377837,0.007257106535552227,0.005722603716402208,0.0017929258963855776,0.0007256319111343945,0.005152092117745921,-0.00710851222186526,0.0014514477979583607
2007-01-09,-0.00085014322939303,0.005013582342609624,0.009420274519846616,-0.0005636271122529957,-0.0016362685764154117,-0.00858344244904008,0.0012724286121390538,-0.0011859554347032342,0.0008311355577228507,0.0022915881330969334,0.0009684065733086555,-0.02233581313150057,0.0064011427756354156,0.0,-0.00024093920987044992,0.006117707253393334,-0.004000893550029083,0.012648225810643954
2007-01-10,0.0033316263932428036,0.011791509208560091,0.007777865185849997,0.0029018306761630086,0.0032779945798389054,-0.019300118328055005,0.0050852235684559766,0.0017812437492823463,0.0002771599700306382,0.004192321624260087,-0.007600186722872104,-0.002303106918636222,-0.014841063354607442,-0.0044748860470584795,-0.001692092298828718,-0.004272774495528986,-0.04101477078225735,0.012880615376923643
2007-01-11,0.0043801718819185265,0.010309199122781942,0.006172793559346301,0.004500299947602482,0.006261928597260713,-0.0057015411500317414,0.010117747379140951,0.010962772620915828,0.0011069881327934183,0.007589690325376042,0.006404799684663454,0.012650157429460629,-0.005021418493015073,-0.005845010851262211,-0.002663105161207713,0.0006601900549034756,-0.022486782275988326,0.012973531131847293
2007-01-12,0.00759693712956877,0.005102002006778239,0.009587383559392704,0.0053600156873923055,0.0010820073790056561,0.02552702811888863,0.002504357231035481,0.004689206770789989,-0.008294315279648856,-0.0015065766226840527,0.011344891461026574,0.020333507970680342,0.012977562637588536,-0.004635263576656112,-0.002063749429833117,0.025399918748145067,0.00654039049457289,0.003170029069204716
2007-01-16,-0.0019542383782410466,-0.0006620577513684056,-0.00671070998049017,0.0003180031979845843,0.0027027915962785087,-0.010281216217784883,-0.0020817679517339815,0.0023337773350755597,0.003066987102923413,0.0007546970366107963,-0.0012312680464374726,0.003574820959134195,0.0035587956316371905,0.0021584830608953887,0.001945858855631144,-0.0032169366918541886,-0.028904344267402515,0.014157763355725272
2007-01-17,0.000419541731925932,-0.008171739199494654,-0.004334067247745321,0.0003973542618418424,-0.002695506204760667,0.01111768871457297,-0.012932431773389874,0.00582081985168581,0.002223309972324783,0.00301572604418765,0.0005480606570316127,-0.004185465704131586,0.0,-0.003060133690617417,-0.0019420798423714913,0.010811653312046143,0.020304593101453605,-0.0003738649478358669
2007-01-18,-0.003356223016866222,-0.01848140257797204,-0.008321417052968183,-0.0019077762390945496,-0.004053908660324068,-0.007390413286615383,-0.011412756678296221,0.002893489648291281,-0.0005544131076108405,-0.0015031787794123064,-0.003422685336051945,-0.010551708139396654,-0.0007091782859438567,0.0030695268531550912,0.0013381378738088756,-0.006066428349583153,-0.022388097040650812,-0.0012472529846586644
